username,transaction_id,card_number,transaction_amount,card_type,transaction_date,merchant_type,transaction_status,customer_id,transaction_time
egabala8j,308,3554134701464381,8180.38,jcb,5/21/2022,retail,approved,308,21.4
swince8k,309,3537777303178742,2898.64,jcb,6/8/2022,restaurant,approved,309,13.17
kmccathie8l,310,6304809843740303,6257.52,maestro,11/21/2022,online,declined,310,14.12
kforge8m,311,374283279588719,197.71,americanexpress,4/2/2022,restaurant,declined,311,2.86
lwillowby8n,312,4844847795052311,1384.08,visa-electron,5/5/2022,online,pending,312,18.18
pfido8o,313,5010125949315438,1178.61,mastercard,2/18/2022,retail,declined,313,0.06
shamments8p,314,373652303061664,2436.47,americanexpress,12/3/2022,retail,approved,314,12.92
asturrock8q,315,3551957711974343,8638.17,jcb,8/13/2022,restaurant,pending,315,19.11
dthing8r,316,5602239147431204,6920.42,bankcard,11/26/2022,online,approved,316,13.79
kpurkess8s,317,3555966951761027,2428.58,jcb,3/5/2022,restaurant,pending,317,11.15
ksnape8t,318,3585128887041297,6015.98,jcb,5/16/2022,retail,declined,318,23.16
ggery8u,319,30292153482184,1769.24,diners-club-carte-blanche,2/15/2022,retail,declined,319,11.03
dstienham8v,320,3549056725610210,7083.2,jcb,10/10/2022,online,declined,320,18.36
gmoles8w,321,4911646298134745631,150.47,switch,1/27/2022,restaurant,pending,321,2.49
santrim8x,322,3573125213528652,9967.92,jcb,4/2/2022,online,pending,322,12.62
hfrondt8y,323,3582751456866522,980.89,jcb,6/28/2022,restaurant,approved,323,7.79
lanniwell8z,324,3572128531800044,5221.17,jcb,4/6/2022,retail,approved,324,4.79
rvanderwalt90,325,3576804799511723,9697.93,jcb,9/9/2022,restaurant,declined,325,6.88
mvint91,326,6395835758788730,4839.04,instapayment,9/14/2022,retail,pending,326,4.16
lyakovlev92,327,560222180503743861,6682.61,china-unionpay,8/26/2022,retail,pending,327,3.79
probens93,328,5002357543065404,7890.81,mastercard,12/11/2022,restaurant,approved,328,8.87
ckubiczek94,329,5602218110400123,9465.8,bankcard,3/16/2022,retail,approved,329,6.57
khaws95,330,3528785388497193,4349.86,jcb,11/25/2022,restaurant,pending,330,15.95
amcmearty96,331,201622254271321,4698.6,diners-club-enroute,12/11/2022,restaurant,pending,331,22.98
gkubas97,332,3560573798370989,7875.37,jcb,9/30/2022,restaurant,declined,332,12.27
gbriton98,333,6375399038306270,5327.46,instapayment,8/24/2022,restaurant,approved,333,18.28
rritchie99,334,3560299414368773,7492.55,jcb,12/3/2022,restaurant,pending,334,23.37
ltretwell9a,335,5020724020444391862,8827.39,maestro,3/6/2022,restaurant,pending,335,14.94
mmulbery9b,336,3553979473794451,3824.63,jcb,4/5/2022,restaurant,declined,336,2.57
kbrockwell9c,337,201987878835714,9468.22,diners-club-enroute,7/25/2022,online,pending,337,5.09
imaplestone9d,338,3559252927282737,9871.92,jcb,8/31/2022,restaurant,pending,338,9.94
nflury9e,339,6706102022525885999,7087.49,laser,1/28/2022,online,pending,339,15.01
hmayzes9f,340,4917245260125542,260.85,visa-electron,5/13/2022,retail,pending,340,6.29
dwilcockes9g,341,3548471990740561,6136.73,jcb,12/4/2022,restaurant,approved,341,23.07
rjanaszkiewicz9h,342,633110275816729126,5305.26,switch,6/30/2022,online,declined,342,18.88
krabb9i,343,201544754130445,2474.2,diners-club-enroute,8/27/2022,restaurant,pending,343,8.42
roffill9j,344,4017956959198900,3249.21,visa,3/2/2022,retail,declined,344,7.2
vcammish9k,345,3537089299834092,8847.37,jcb,1/22/2022,online,pending,345,14.69
rbayford9l,346,3530624715788774,9794.39,jcb,2/8/2022,restaurant,approved,346,16.94
ebutner9m,347,3563032013265091,6521.41,jcb,2/27/2022,online,approved,347,21.22
storrent9n,348,5602258787334551,5214.77,bankcard,5/20/2022,restaurant,declined,348,21.7
bbinden9o,349,36610766598258,5329.35,diners-club-international,8/26/2022,restaurant,pending,349,20.03
rscallan9p,350,3559554495781614,6986.92,jcb,4/20/2022,retail,approved,350,5.01
rshier9q,351,3534412932829746,2964.1,jcb,7/24/2022,restaurant,declined,351,14.94
mhartopp9r,352,374283941834715,6552.82,americanexpress,12/19/2022,retail,approved,352,8.42
lmarzelo9s,353,6333713479953334938,6236.0,switch,5/7/2022,restaurant,pending,353,6.46
ndrivers9t,354,5020507166181452137,6154.29,maestro,1/26/2022,online,approved,354,8.7
narnall9u,355,3569189150150322,6975.41,jcb,1/3/2022,restaurant,approved,355,14.19
ihovy9v,356,4017954608331022,688.72,visa,12/21/2022,retail,approved,356,0.35
csnedden9w,357,3551282273945379,1295.84,jcb,2/14/2022,restaurant,declined,357,10.65
ckaradzas9x,358,3563713727244452,6665.66,jcb,11/20/2022,restaurant,approved,358,0.06
dsnazle9y,359,6759212314594348546,9202.65,switch,7/14/2022,retail,approved,359,16.56
hsparrow9z,360,3572005794038894,456.22,jcb,3/31/2022,retail,approved,360,20.95
inuschea0,361,6370351631851660,4488.3,instapayment,9/10/2022,online,approved,361,23.65
sallwella1,362,372301166520603,6236.4,americanexpress,12/11/2022,online,declined,362,17.2
nshelforda2,363,5048370285758074,7129.7,mastercard,1/8/2022,restaurant,pending,363,2.29
acrostera3,364,3538875382714905,4517.66,jcb,10/15/2022,online,pending,364,14.69
gjeratta4,365,3577693548998565,955.18,jcb,6/14/2022,online,approved,365,9.77
iabberleya5,366,3576117175077585,8323.12,jcb,7/18/2022,online,declined,366,20.91
mwynetta6,367,3565331561816935,9243.59,jcb,6/22/2022,retail,approved,367,23.15
lgaynesforda7,368,6377046791923092,6820.53,instapayment,4/30/2022,retail,declined,368,15.67
achallenora8,369,3567522747812701,9212.59,jcb,10/20/2022,online,pending,369,22.95
ajeppsa9,370,3552253638404682,4808.02,jcb,12/6/2022,retail,pending,370,1.35
ssamsonaa,371,3539523992513262,5924.14,jcb,1/1/2022,restaurant,approved,371,9.01
fkempab,372,6331100322770618817,2194.11,switch,12/23/2022,online,declined,372,3.75
rlodewickac,373,3562579615546790,7339.98,jcb,3/5/2022,restaurant,declined,373,22.06
qwoloschinad,374,201453129837496,6382.29,diners-club-enroute,3/24/2022,retail,declined,374,1.99
srudgleyae,375,3534098698067322,4661.29,jcb,4/29/2022,retail,approved,375,0.41
tburrettaf,376,4026000471250656,762.26,visa-electron,5/31/2022,online,pending,376,7.07
geasmanag,377,3571037240443460,7139.59,jcb,3/17/2022,online,approved,377,16.1
rtextonah,378,3543104481158929,7218.27,jcb,6/21/2022,retail,approved,378,7.29
cblackboroai,379,676367581956264389,6117.24,maestro,2/15/2022,online,approved,379,6.37
ddykinsaj,380,3572570366976078,5935.69,jcb,5/27/2022,online,approved,380,10.16
scockranak,381,4508620989573161,8291.47,visa-electron,4/27/2022,retail,approved,381,9.35
fcamilioal,382,3575654044391442,7863.31,jcb,6/24/2022,online,pending,382,15.08
jmattiessenam,383,5007667242804290,7557.73,mastercard,11/30/2022,restaurant,declined,383,17.83
svobesan,384,67624671781441319,1305.54,maestro,9/20/2022,online,declined,384,17.39
blazellao,385,06045533556412983,9117.77,maestro,2/10/2022,restaurant,pending,385,16.14
jmoakesap,386,3552730377964943,5483.55,jcb,7/12/2022,retail,approved,386,22.37
mastlesaq,387,5210040097274113,6068.95,mastercard,4/7/2022,retail,pending,387,17.3
dcollopyar,388,3551194808031296,9798.82,jcb,11/18/2022,online,pending,388,7.18
wmaidensas,389,5125479008544145,9580.48,mastercard,3/1/2022,retail,approved,389,19.7
wcurthoysat,390,3583373370329880,9853.45,jcb,1/13/2022,online,approved,390,7.1
drisleyau,391,67614045273017881,3866.52,maestro,10/6/2022,retail,declined,391,8.89
fheseyav,392,5002354937623633,7166.75,mastercard,6/14/2022,restaurant,pending,392,7.92
bferminaw,393,5602229229687286,4436.86,bankcard,1/27/2022,retail,approved,393,8.06
pcalderwoodax,394,5010120307603590,9009.83,mastercard,8/28/2022,retail,declined,394,20.08
gshayay,395,30384967420680,3621.64,diners-club-carte-blanche,2/28/2022,retail,approved,395,16.51
bhollerinaz,396,5100145582072428,1334.43,mastercard,8/31/2022,retail,pending,396,18.46
eglascottb0,397,4917823281826429,8517.71,visa-electron,8/18/2022,online,declined,397,14.21
dboutcherb1,398,30046754444823,2488.9,diners-club-carte-blanche,11/17/2022,online,approved,398,8.95
bswiggb2,399,4905247291142391,2290.19,switch,4/20/2022,retail,approved,399,10.7
tghiottob3,400,5007662991674663,5703.6,mastercard,5/14/2022,retail,pending,400,5.69
mzanettib4,401,6391677759695017,7901.0,instapayment,8/18/2022,online,declined,401,16.32
bsimonatob5,402,5020389676815206090,2805.46,maestro,7/1/2022,retail,declined,402,9.52
oantonib6,403,5602253632958993,9768.16,bankcard,4/12/2022,restaurant,declined,403,4.04
omilillob7,404,6709902468269756,6521.97,laser,6/1/2022,retail,declined,404,22.21
cvermanb8,405,30401987076365,9883.15,diners-club-carte-blanche,1/20/2022,online,pending,405,20.95
hsimesb9,406,3563869293367547,2309.92,jcb,6/26/2022,restaurant,pending,406,20.51
khavardba,407,5610145608872275,5202.59,china-unionpay,5/8/2022,restaurant,approved,407,9.64
jphysickbb,408,3573554255334150,619.1,jcb,9/19/2022,retail,approved,408,13.34
ncuseckbc,409,5452364752083917,32.06,diners-club-us-ca,4/19/2022,retail,approved,409,5.01
kdonohoebd,410,372301774722757,9815.76,americanexpress,12/10/2022,online,pending,410,0.99
wfossordbe,411,3568558118967335,4611.72,jcb,6/13/2022,restaurant,approved,411,13.16
fjancybf,412,58930687767217935,8209.24,maestro,7/19/2022,retail,approved,412,17.29
otricebg,413,4026435970445110,1558.24,visa-electron,8/17/2022,online,approved,413,21.81
rmccaghanbh,414,5641824454599230322,2473.59,switch,11/26/2022,retail,declined,414,16.49
fkolinskybi,415,6771127301160003,536.25,laser,11/27/2022,retail,declined,415,6.0
oplevinbj,416,30422960643732,1683.67,diners-club-carte-blanche,6/18/2022,online,declined,416,8.12
lhakonssonbk,417,5048372193584170,5310.03,mastercard,3/4/2022,restaurant,approved,417,15.41
mshawbl,418,6761338056476170523,5433.85,maestro,5/1/2022,retail,pending,418,12.22
jmelmothbm,419,4041593522337,504.3,visa,1/7/2022,restaurant,approved,419,4.01
mpovahbn,420,3568807600690289,4563.46,jcb,7/12/2022,restaurant,declined,420,10.82
gchaplingbo,421,3546905729480900,3817.82,jcb,8/30/2022,online,pending,421,23.33
bryriebp,422,5602217056301956,6119.9,bankcard,2/27/2022,retail,declined,422,5.77
gmacklinbq,423,30173069026960,4878.49,diners-club-carte-blanche,10/10/2022,restaurant,declined,423,11.02
dbleddonbr,424,3570212588015334,3792.65,jcb,2/10/2022,retail,pending,424,1.21
vcumbridgebs,425,374622829545630,5902.28,americanexpress,1/13/2022,retail,declined,425,3.57
rbarliebt,426,3571160380551718,351.04,jcb,5/14/2022,restaurant,pending,426,18.79
cterronbu,427,5564954371272142,9185.8,mastercard,2/8/2022,online,declined,427,20.88
hbelfittbv,428,3528991964956400,1653.91,jcb,7/23/2022,retail,pending,428,12.6
tstigellbw,429,30170863000787,9871.82,diners-club-carte-blanche,1/12/2022,restaurant,approved,429,1.89
aspellerbx,430,5602226578294789,4446.67,bankcard,3/31/2022,retail,approved,430,10.89
qbarkshireby,431,3539883742140224,4120.35,jcb,12/25/2022,retail,approved,431,8.91
ldavidwitzbz,432,6706327704119480928,5054.34,laser,11/26/2022,restaurant,pending,432,20.64
ltrubshawc0,433,3535974498157373,2522.96,jcb,7/26/2022,retail,declined,433,22.24
dlemeriec1,434,4844435990028250,2050.86,visa-electron,9/4/2022,retail,declined,434,3.81
gnorcockc2,435,5610122712009128,6210.13,china-unionpay,3/19/2022,online,pending,435,10.14
ifairholmec3,436,5010120455733587,8723.37,mastercard,2/28/2022,online,approved,436,22.09
afishleyc4,437,5100149308596199,8042.09,mastercard,10/2/2022,online,pending,437,21.26
zwolledgec5,438,3578798860418446,8912.65,jcb,1/8/2022,restaurant,pending,438,23.82
ctwinbrowc6,439,3562853706313166,558.01,jcb,2/3/2022,retail,pending,439,9.66
mvakhoninc7,440,3586369409055691,6629.03,jcb,12/30/2022,online,declined,440,20.37
wrichleyc8,441,56022582661064520,9508.75,china-unionpay,2/25/2022,retail,pending,441,16.53
gsandyfordc9,442,633110566612040852,752.44,switch,11/28/2022,online,pending,442,17.8
ghalgarthca,443,5018752890185213,7874.49,maestro,10/6/2022,retail,approved,443,21.8
gdrurycb,444,3575901163359696,3671.6,jcb,9/25/2022,online,approved,444,15.75
llabeuilcc,445,4903701240494685,1846.49,switch,8/13/2022,online,declined,445,15.6
atearneycd,446,3563481136178030,2101.55,jcb,6/17/2022,restaurant,approved,446,4.39
lcaldaroce,447,3586376271031841,5644.53,jcb,2/21/2022,online,declined,447,5.44
cmarsiecf,448,4844783295478211,8603.57,visa-electron,11/8/2022,online,approved,448,11.1
ttollidaycg,449,5296708949610489,4331.02,mastercard,1/9/2022,online,approved,449,15.1
zsabbinch,450,5602215556803653,3359.55,bankcard,4/15/2022,online,pending,450,18.45
dananci,451,3585619612169213,5163.23,jcb,5/25/2022,online,declined,451,13.95
btessymancj,452,676798502874327990,1434.14,solo,6/13/2022,retail,declined,452,16.39
gsmittenck,453,3542026649038548,1282.3,jcb,5/5/2022,online,pending,453,15.21
sfurneauxcl,454,3540110248879833,2577.49,jcb,8/4/2022,online,declined,454,23.2
tseymourcm,455,58933984219608952,612.48,maestro,8/15/2022,restaurant,approved,455,0.68
mespaderocn,456,5602225737695472,3261.52,bankcard,6/30/2022,restaurant,approved,456,12.43
idyettco,457,5111833006448996,119.6,mastercard,6/20/2022,retail,pending,457,21.76
cyitzovitzcp,458,375935442579094,5790.78,americanexpress,6/30/2022,online,declined,458,0.2
ceadcq,459,337941036951795,3746.73,americanexpress,5/26/2022,restaurant,approved,459,20.77
ewolfendencr,460,3538940805452200,7059.42,jcb,1/3/2022,restaurant,pending,460,11.75
cdodwellcs,461,3574183725524734,5500.38,jcb,2/2/2022,restaurant,pending,461,9.92
jlinderct,462,67633552716025998,6880.79,maestro,12/23/2022,restaurant,approved,462,3.57
mlucuscu,463,3588750613951304,7837.08,jcb,10/19/2022,online,declined,463,3.35
lbusbycv,464,675931533174602212,2412.15,maestro,9/11/2022,online,approved,464,20.52
rboycottcw,465,560225484157647353,6115.5,china-unionpay,12/13/2022,restaurant,declined,465,23.7
ssparshettcx,466,6771744261236018684,7841.24,laser,10/27/2022,retail,approved,466,8.41
jhackworthycy,467,5602258920111692,3437.64,bankcard,1/6/2022,retail,pending,467,10.06
whaquincz,468,5100172908480127,4939.31,mastercard,7/2/2022,online,declined,468,2.3
tmcgroutherd0,469,3557284284269744,1905.83,jcb,5/14/2022,retail,declined,469,16.03
abrettelled1,470,4913149205000667,6915.21,visa-electron,10/24/2022,restaurant,pending,470,23.43
kstoryd2,471,5466987840658466,4003.45,diners-club-us-ca,11/17/2022,online,approved,471,5.89
fsegotd3,472,36447898918991,2375.93,diners-club-international,7/17/2022,restaurant,declined,472,21.56
aoneild4,473,36020981577725,4378.19,diners-club-international,8/4/2022,retail,declined,473,13.3
gdeverilled5,474,633436615644263912,4763.79,solo,9/14/2022,retail,pending,474,1.54
divied6,475,3540679572193953,2761.22,jcb,3/9/2022,restaurant,pending,475,12.79
wjorczykd7,476,30176307458580,3534.54,diners-club-carte-blanche,11/10/2022,online,pending,476,23.26
rcamposd8,477,30254396587898,1695.74,diners-club-carte-blanche,5/27/2022,retail,approved,477,2.09
hgilfoyd9,478,5448469560976611,4475.41,diners-club-us-ca,2/22/2022,restaurant,pending,478,3.12
vtreadgerda,479,340205581115692,5201.21,americanexpress,4/15/2022,retail,declined,479,0.65
aquiggdb,480,3585354863667315,4632.87,jcb,6/16/2022,restaurant,approved,480,17.91
dtenpennydc,481,30483554547283,2539.38,diners-club-carte-blanche,1/28/2022,restaurant,declined,481,7.75
gdergesdd,482,201455839589028,1018.29,diners-club-enroute,5/27/2022,online,declined,482,13.44
cdunniomde,483,5602218521389642,5952.39,bankcard,4/26/2022,retail,approved,483,3.75
khurtdf,484,3533937486443701,171.29,jcb,12/21/2022,retail,declined,484,16.77
olygodg,485,677130518459162862,401.78,laser,1/12/2022,restaurant,approved,485,2.61
mmadendh,486,201942656127131,3408.47,diners-club-enroute,12/12/2022,online,approved,486,20.42
hpurselowedi,487,67636615670502489,2935.08,maestro,6/6/2022,online,approved,487,20.71
gdrustdj,488,201479012423078,1757.01,diners-club-enroute,2/23/2022,restaurant,approved,488,0.2
asouthwelldk,489,3535033186129671,9841.15,jcb,8/18/2022,retail,pending,489,17.26
nutleydl,490,30032034397015,6701.28,diners-club-carte-blanche,7/5/2022,retail,pending,490,3.5
sprierdm,491,3535971512711490,4439.79,jcb,4/26/2022,online,declined,491,6.65
spietsmadn,492,6771344550120543,8485.31,laser,8/25/2022,retail,declined,492,16.16
fpooleydo,493,3579070604310233,2503.73,jcb,2/28/2022,online,pending,493,8.72
obremeyerdp,494,3562179169404528,6070.1,jcb,2/3/2022,online,pending,494,6.19
farnalldq,495,4017956706591779,5377.33,visa,8/7/2022,restaurant,declined,495,23.46
wcrombdr,496,3572003133103263,952.6,jcb,11/3/2022,online,declined,496,6.59
gfilipchikovds,497,4903945228376355109,2522.01,switch,12/1/2022,online,pending,497,3.64
jmcelvinedt,498,5100173273635634,5192.62,mastercard,1/26/2022,retail,pending,498,22.23
hduffreedu,499,6763518129502974792,4413.4,maestro,10/8/2022,restaurant,pending,499,10.5
oeuldv,500,3558925855830723,9136.02,jcb,3/21/2022,online,declined,500,8.16
mjeffriesdw,501,4917954941670913,6841.18,visa-electron,3/19/2022,retail,approved,501,22.25
bhayendx,502,3537695473350547,7756.76,jcb,5/10/2022,restaurant,pending,502,15.46
kwhitecrossdy,503,201893445562577,7316.29,diners-club-enroute,4/12/2022,online,declined,503,2.91
dlobelldz,504,5602219893836848,9153.96,bankcard,8/11/2022,retail,approved,504,16.75
bbugdene0,505,4911592209942771127,2767.41,switch,7/24/2022,online,pending,505,17.87
hhutleye1,506,675989504277294000,4349.14,switch,4/14/2022,retail,pending,506,14.0
jschaumanne2,507,3563147920637701,3551.91,jcb,7/15/2022,restaurant,approved,507,7.02
dvarndalle3,508,3539789235092048,1642.14,jcb,12/19/2022,retail,pending,508,18.05
zmagille4,509,5610123936043513,1458.16,bankcard,5/5/2022,restaurant,pending,509,22.0
abearwarde5,510,3579494141251819,6837.51,jcb,6/16/2022,restaurant,approved,510,12.63
brestille6,511,3554355289451272,562.73,jcb,10/7/2022,online,declined,511,4.3
ncollishawe7,512,3534494321874038,6196.25,jcb,12/6/2022,restaurant,pending,512,1.38
bsherewoode8,513,560221880308200147,1488.22,china-unionpay,12/2/2022,restaurant,declined,513,23.65
bstensone9,514,5602252249373893,1471.4,bankcard,9/15/2022,online,declined,514,9.19
kannionea,515,6398888745762463,4361.13,instapayment,4/9/2022,online,approved,515,8.99
gashingtoneb,516,6333447159255488995,684.59,switch,11/18/2022,restaurant,approved,516,4.65
afluteec,517,337941988990700,8043.69,americanexpress,1/8/2022,online,declined,517,5.99
wkieraned,518,3539057117543870,319.42,jcb,8/31/2022,restaurant,approved,518,22.73
cshyreee,519,201841217131055,9190.94,diners-club-enroute,10/20/2022,retail,pending,519,11.94
tdustingef,520,5007662978216199,3714.56,mastercard,6/10/2022,online,declined,520,21.17
vbaudinoeg,521,3528046459713046,9938.09,jcb,4/23/2022,retail,pending,521,9.21
rfreakeeh,522,374288350941182,4775.67,americanexpress,12/25/2022,online,declined,522,13.69
hlangei,523,5602225777864905,2022.21,bankcard,10/21/2022,online,declined,523,5.2
tfrankej,524,5541230215175041,1056.52,diners-club-us-ca,7/19/2022,online,approved,524,4.47
nmorhallek,525,67065756815878655,6224.85,laser,6/29/2022,online,pending,525,16.25
mmealingel,526,5100148278049452,668.42,mastercard,9/3/2022,restaurant,pending,526,16.49
anooreem,527,3562775695210386,3033.49,jcb,1/12/2022,restaurant,pending,527,19.83
sbennettoen,528,3580671402080931,9707.95,jcb,7/28/2022,online,declined,528,16.81
gsybryeo,529,349994752022248,6141.73,americanexpress,9/14/2022,restaurant,pending,529,2.97
dgreatrakesep,530,4026212663791344,3957.94,visa-electron,7/13/2022,retail,pending,530,10.43
asculleyeq,531,344639248676595,1059.77,americanexpress,12/2/2022,online,declined,531,8.82
trosingdaller,532,3531528619891528,4222.65,jcb,11/13/2022,retail,pending,532,6.86
rvogelees,533,3553406389144522,9717.44,jcb,6/28/2022,retail,pending,533,21.47
ctreleavenet,534,4142360697151,1715.29,visa,9/16/2022,retail,declined,534,7.38
lstathameu,535,379795286732985,2458.28,americanexpress,4/12/2022,online,declined,535,9.36
kkloserev,536,50180840688333240,8846.72,maestro,2/23/2022,restaurant,approved,536,2.98
tgunthorpeew,537,3560354188924572,6694.85,jcb,10/31/2022,retail,declined,537,6.88
bstollenbeckex,538,3541727512932938,263.11,jcb,7/20/2022,restaurant,declined,538,12.24
pseekingsey,539,3586568152377695,3654.97,jcb,11/8/2022,retail,approved,539,14.65
ncoleshillez,540,5602243710521425,8737.85,china-unionpay,10/30/2022,online,pending,540,9.64
achipchasef0,541,5007660167968331,2633.4,mastercard,7/23/2022,online,pending,541,23.74
tslipperf1,542,5007668573708555,7419.95,mastercard,3/30/2022,restaurant,pending,542,15.16
gdienesf2,543,5602210376532574,2662.27,bankcard,5/7/2022,retail,approved,543,9.7
mearnshawf3,544,676264272694246482,6983.81,maestro,1/2/2022,retail,declined,544,15.05
gmuggachf4,545,5020600377682283,4981.38,maestro,12/21/2022,restaurant,pending,545,12.84
ntunneyf5,546,201754765709711,6000.49,diners-club-enroute,9/17/2022,restaurant,declined,546,19.59
rmeiklamf6,547,6304197053992107,9929.74,laser,10/8/2022,online,approved,547,10.62
lshrimplinf7,548,5007668270994912,4878.93,mastercard,6/13/2022,retail,pending,548,1.95
jtaggertyf8,549,5007664508862971,9248.49,mastercard,1/4/2022,online,declined,549,5.65
zeasomf9,550,4175005638166470,9280.39,visa-electron,11/10/2022,restaurant,approved,550,17.33
dpinwellfa,551,3550873186204598,432.78,jcb,10/22/2022,online,approved,551,7.31
bflutefb,552,5020992910464794,9807.21,maestro,6/26/2022,online,declined,552,7.98
nmariottefc,553,4917677182016187,7261.66,visa-electron,9/9/2022,restaurant,approved,553,20.77
bworgenfd,554,67711052517931069,2407.74,laser,5/31/2022,retail,declined,554,4.3
swalcherfe,555,6709849558095509651,9459.45,laser,11/28/2022,online,pending,555,4.77
gburchellff,556,3534821236994768,339.25,jcb,1/13/2022,restaurant,approved,556,21.69
kchasmerfg,557,30390010293958,2276.84,diners-club-carte-blanche,4/25/2022,restaurant,declined,557,5.03
cmccabefh,558,201910747528492,6489.64,diners-club-enroute,9/6/2022,restaurant,pending,558,7.85
wreysonfi,559,3578848631378773,270.31,jcb,1/25/2022,restaurant,declined,559,11.16
wtremlettfj,560,5100135250452291,5397.85,mastercard,11/5/2022,online,approved,560,8.89
rarnholdtfk,561,3538510117015506,4721.95,jcb,11/30/2022,retail,declined,561,11.34
clornefl,562,348039547023928,2367.01,americanexpress,5/3/2022,online,pending,562,17.94
mmatignonfm,563,337941418374681,530.98,americanexpress,9/30/2022,restaurant,declined,563,9.69
ariccionefn,564,3570660438755055,9328.86,jcb,11/1/2022,retail,pending,564,14.14
jleamanfo,565,4508159487267877,8818.93,visa-electron,5/18/2022,restaurant,pending,565,5.65
dkornackifp,566,30504995492399,3401.07,diners-club-carte-blanche,3/4/2022,online,approved,566,5.45
cguillotonfq,567,374288323973684,7558.07,americanexpress,2/25/2022,online,pending,567,13.68
pfieldsfr,568,67610245413896509,8865.9,maestro,6/29/2022,retail,pending,568,1.88
ehedinghamfs,569,6391595659972775,3260.51,instapayment,1/25/2022,retail,declined,569,2.56
bgullisft,570,201412334111956,9214.6,diners-club-enroute,1/4/2022,retail,approved,570,18.98
cnewartfu,571,3554898153785192,9493.45,jcb,12/15/2022,restaurant,declined,571,5.73
ohailesfv,572,3571723798516829,3257.14,jcb,3/20/2022,restaurant,declined,572,2.14
satgerfw,573,3569619409955030,8732.07,jcb,7/30/2022,restaurant,approved,573,13.0
cvolettfx,574,5461405278756772,9241.33,diners-club-us-ca,5/12/2022,retail,approved,574,19.53
bbagguleyfy,575,3555294038051381,5616.0,jcb,4/22/2022,online,pending,575,5.19
djessoppfz,576,5602255850536377,9403.44,bankcard,3/19/2022,restaurant,approved,576,1.4
mgiroding0,577,5602257069066295,7024.06,bankcard,10/30/2022,online,approved,577,10.05
jepiscopiog1,578,3541981106999924,5107.1,jcb,5/16/2022,retail,declined,578,16.9
sbrinkleyg2,579,503818438124297232,6505.68,maestro,1/13/2022,online,approved,579,15.45
bprewg3,580,4041591202920709,2080.13,visa,3/9/2022,retail,pending,580,14.8
ocasierog4,581,3531085611503833,5589.86,jcb,4/16/2022,online,approved,581,20.72
rheskeyg5,582,3567865507631856,856.72,jcb,4/16/2022,retail,declined,582,20.35
kgentschg6,583,3563001815867149,8001.62,jcb,9/7/2022,retail,approved,583,7.42
mseneschalg7,584,5190605822643222,8878.05,mastercard,12/2/2022,online,pending,584,0.45
ttattertong8,585,30400955990250,2542.86,diners-club-carte-blanche,3/31/2022,restaurant,pending,585,5.22
asibbaldg9,586,5610047892271798833,7963.15,china-unionpay,8/9/2022,retail,pending,586,23.61
bcastonga,587,3564037204915767,2718.55,jcb,4/28/2022,restaurant,declined,587,12.54
pchadwellgb,588,3579380003819308,8349.29,jcb,9/13/2022,retail,approved,588,2.26
rbraddickgc,589,3546091264095781,3181.71,jcb,5/17/2022,online,declined,589,23.92
lgarrowgd,590,3532926430436748,2233.48,jcb,6/7/2022,restaurant,declined,590,9.56
smactrustamge,591,3579016027211136,3654.03,jcb,5/15/2022,online,pending,591,1.69
sclemotgf,592,3542682674575653,9923.82,jcb,9/4/2022,online,declined,592,5.05
rcrombleholmegg,593,5893659536514496025,1773.78,maestro,10/19/2022,restaurant,pending,593,7.68
tspencegh,594,36830609583016,2513.38,diners-club-international,7/30/2022,retail,declined,594,10.0
jcescongi,595,633486484031379404,4734.1,solo,5/12/2022,restaurant,approved,595,23.23
vcotagj,596,67619377629565437,9394.37,maestro,5/10/2022,online,declined,596,8.9
ibruslegk,597,4645088209672615,1812.65,visa,3/27/2022,online,pending,597,16.69
pyakobowitchgl,598,4041591167739,5307.98,visa,6/28/2022,restaurant,declined,598,6.06
cwindusgm,599,5002351785433891,7026.54,mastercard,3/15/2022,online,declined,599,12.87
cscinellign,600,3563195608522497,7433.92,jcb,9/2/2022,restaurant,pending,600,6.91
ffewingsgo,601,4754194292359008,6656.73,visa,6/17/2022,restaurant,declined,601,8.25
rcasebournegp,602,5038024189921255400,2238.16,maestro,9/30/2022,online,pending,602,4.32
brhucroftgq,603,0604727711826774,5066.86,maestro,3/6/2022,restaurant,declined,603,2.4
nrenvoisegr,604,3543499961035948,7055.07,jcb,3/18/2022,retail,declined,604,23.66
flonglandsgs,605,374288888024378,5039.47,americanexpress,1/14/2022,restaurant,declined,605,4.62
lsmallesgt,606,374622119096443,5224.46,americanexpress,3/15/2022,restaurant,pending,606,21.38
lspeechlygu,607,5602243594803287,4367.7,china-unionpay,9/22/2022,retail,approved,607,9.77
hcoffeltgv,608,4041370115286114,3899.91,visa,10/15/2022,retail,pending,608,17.16
rlystongw,609,3533640497675473,589.31,jcb,9/11/2022,restaurant,declined,609,14.83
rporchergx,610,4145938967071,4155.37,visa,1/10/2022,retail,declined,610,19.14
sschukertgy,611,4844868495770937,2540.15,visa-electron,9/14/2022,retail,pending,611,13.66
groumiergz,612,3556523346851481,3715.8,jcb,8/13/2022,restaurant,approved,612,11.41
aphipardshearsh0,613,3577980600117634,3382.38,jcb,11/3/2022,retail,declined,613,12.92
sgajewskih1,614,502068946039847742,1242.05,maestro,3/28/2022,retail,pending,614,9.9
